,Unnamed: 0,anime_id,title,type,source,episodes,airing,rating,score,rank,watched_by,members,favorites,producer,licensor,studio,genre,duration_min,aired_start,aired_end
729,729,30100,Black Bullet: Tenchuu＊Girls,Special,Light novel,1,False,G - All Ages,6.18,6820.0,3593,10555,1,Orange,,Kinema Citrus,Fantasy,1,2014-10-08,2014-10-08
730,730,27787,Nisekoi:,TV,Manga,12,False,PG-13 - Teens 13 or older,7.5,1639.0,235,280967,1083,"Aniplex, Shueisha",Aniplex of America,Shaft,"Comedy, Harem, Romance, School, Shounen",24,2015-04-10,2015-06-26
731,731,3229,Kimi ga Aruji de Shitsuji ga Ore de,TV,Visual novel,13,False,R+ - Mild Nudity,7.29,2460.0,1039,80333,206,"Lantis, Studio Jack, Good Smile Company",,A.C.G.T.,"Comedy, Ecchi, Harem, Parody, Romance",25,2008-01-06,2008-03-30
732,732,8841,Kore wa Zombie Desu ka?,TV,Light novel,12,False,R - 17+ (violence & profanity),7.59,1384.0,129,387560,2923,"Kadokawa Shoten, AT-X, Kadokawa Pictures Japan, KlockWorx, flying DOG",Funimation,Studio Deen,"Action, Comedy, Ecchi, Harem, Magic, Supernatural",24,2011-01-11,2011-03-30
733,733,390,Suzuka,TV,Manga,26,False,PG-13 - Teens 13 or older,7.32,2362.0,1037,80513,629,"Marvelous, Starchild Records, Studio Jack",Funimation,Studio Comet,"Sports, Drama, Romance, Shounen",23,2005-07-07,2005-12-29
734,734,13833,Nagareboshi Lens,OVA,Manga,1,False,G - All Ages,6.75,4541.0,3061,15043,21,Advance Syakujii,,Kinema Citrus,"Romance, Shoujo",18,2012-03-18,2012-03-18
735,735,11237,Hidamari Sketch x SP,Special,4-koma manga,2,False,PG-13 - Teens 13 or older,7.84,812.0,3760,9489,7,"Aniplex, Lantis, TBS, Movic, Houbunsha",Sentai Filmworks,Shaft,"Slice of Life, Comedy, School, Seinen",24,2011-10-30,2011-11-06
736,736,3358,Kure-nai,TV,Light novel,12,False,PG-13 - Teens 13 or older,7.46,1778.0,1192,68437,221,"Yomiko Advertising, Pony Canyon, Half H.P Studio, Shueisha",Sentai Filmworks,Brain&#039;s Base,"Comedy, Drama, Martial Arts",25,2008-04-04,2008-06-20
737,737,15315,Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?,TV,Light novel,10,False,PG-13 - Teens 13 or older,7.79,906.0,199,309650,3219,"Kadokawa Shoten, Nippon Columbia, flying DOG, Project No Name",Sentai Filmworks,Diomedea,"Action, Comedy, Fantasy, Supernatural",23,2013-01-12,2013-03-16
738,738,552,Digimon Adventure,TV,Original,54,False,PG - Children,7.88,732.0,305,233529,3625,"Yomiko Advertising, Fuji TV","Saban Entertainment, Flatiron Film Company",Toei Animation,"Action, Adventure, Comedy, Fantasy, Kids",24,1999-03-07,2000-03-26
739,739,101,Air,TV,Visual novel,12,False,PG-13 - Teens 13 or older,7.42,1919.0,340,215538,2547,"Pony Canyon, TBS, Movic","ADV Films, Funimation",Kyoto Animation,"Slice of Life, Supernatural, Drama, Romance",24,2005-01-07,2005-03-25
740,740,30240,Prison School,TV,Manga,12,False,R+ - Mild Nudity,7.91,684.0,133,382498,3527,"Genco, Kodansha, Movic, Warner Bros., KlockWorx, Showgate",Funimation,J.C.Staff,"Comedy, Ecchi, Romance, School, Seinen",24,2015-07-11,2015-09-26
741,741,1278,Bishoujo Senshi Sailor Moon SuperS Gaiden: Ami-chan no Hatsukoi,Special,Manga,1,False,PG-13 - Teens 13 or older,7.36,2174.0,2893,16988,16,,Viz Media,Toei Animation,"Comedy, Magic, Romance, Shoujo",15,1995-12-23,1995-12-23
742,742,404,Bastard!!: Ankoku no Hakaishin,OVA,Manga,6,False,R+ - Mild Nudity,6.87,4023.0,2407,24143,116,Shueisha,Geneon Entertainment USA,AIC,"Action, Adventure, Comedy, Ecchi, Fantasy, Seinen",26,1992-08-25,1993-06-25
743,743,31821,Arslan Senki (TV): Fuujin Ranbu,TV,Manga,8,False,PG-13 - Teens 13 or older,7.62,1287.0,1022,82173,131,"Mainichi Broadcasting System, Magic Capsule, Ultra Super Pictures, Graphinica, NBCUniversal Entertainment Japan",Funimation,LIDENFILMS,"Action, Adventure, Historical, Supernatural, Drama, Fantasy, Shounen",24,2016-07-03,2016-08-21
744,744,4752,Vampire Knight: Guilty,TV,Manga,13,False,PG-13 - Teens 13 or older,7.45,1836.0,299,235494,3125,"TV Tokyo, Aniplex",Viz Media,Studio Deen,"Mystery, Supernatural, Drama, Romance, Vampire, Shoujo",24,2008-10-07,2009-12-30
745,745,80,Mobile Suit Gundam,TV,Original,43,False,PG-13 - Teens 13 or older,7.87,763.0,1215,66929,1342,"Sotsu, Nagoya TV Housou","Nozomi Entertainment, Bandai Entertainment",Sunrise,"Action, Space, Mecha, Military, Sci-Fi",25,1979-04-07,1980-01-26
746,746,33433,Shuumatsu no Izetta,TV,Original,12,False,R - 17+ (violence & profanity),6.84,4169.0,739,116135,231,"Shochiku, AT-X, Asahi Production, flying DOG, Tokyo MX, i0+, Wargaming Japan, JTB Entertainment, RAY",Funimation,Ajia-Do,"Action, Historical, Military",25,2016-10-01,2016-12-17
747,747,11741,Fate/Zero 2nd Season,TV,Novel,12,False,R - 17+ (violence & profanity),8.66,54.0,81,500077,10953,"Aniplex, Nitroplus, Seikaisha, Notes",Aniplex of America,ufotable,"Action, Supernatural, Magic, Fantasy",24,2012-04-08,2012-06-24
748,748,10075,Naruto x UT,OVA,Manga,1,False,PG-13 - Teens 13 or older,7.53,1558.0,2158,28961,79,,,Studio Pierrot,"Action, Comedy, Super Power, Martial Arts, Shounen",6,2010-01-01,2010-01-01
749,749,22663,Seiken Tsukai no World Break,TV,Light novel,12,False,R - 17+ (violence & profanity),7.15,3012.0,547,149165,626,Sotsu,Funimation,Diomedea,"Action, Fantasy, Harem, Romance, School, Supernatural",24,2015-01-12,2015-03-30
750,750,35079,Kino no Tabi: The Beautiful World - The Animated Series,TV,Light novel,12,False,R - 17+ (violence & profanity),7.61,1329.0,954,88622,410,"Movic, Magic Capsule, ASCII Media Works, NBCUniversal Entertainment Japan, Egg Firm, Crunchyroll SC Anime Fund",Funimation,Lerche,"Action, Adventure, Slice of Life",23,2017-10-06,2017-12-22
751,751,1293,Urusei Yatsura,TV,Manga,195,False,PG-13 - Teens 13 or older,7.75,1010.0,1953,34426,537,"Kitty Films, Fuji TV",AnimEigo,"Studio Pierrot, Studio Deen","Action, Sci-Fi, Adventure, Comedy, Drama, Romance",25,1981-10-14,1986-03-19
752,752,28387,Joukamachi no Dandelion,TV,4-koma manga,12,False,PG-13 - Teens 13 or older,7.31,2388.0,915,93349,306,"Pony Canyon, TBS, DAX Production, Houbunsha, TC Entertainment, Docomo Anime Store, Nichion",Funimation,Production IMS,"Slice of Life, Comedy, Super Power, Seinen",24,2015-07-03,2015-09-18
753,753,19685,Kanojo ga Flag wo Oraretara,TV,Light novel,13,False,PG-13 - Teens 13 or older,6.57,5334.0,848,102567,162,KlockWorx,"NIS America, Inc.",Hoods Entertainment,"Comedy, Harem, Romance, School",24,2014-04-07,2014-06-30
754,754,29317,Saenai Heroine no Sodatekata: Ai to Seishun no Service-kai,Special,Light novel,1,False,PG-13 - Teens 13 or older,7.06,3347.0,1289,63049,39,Aniplex,,A-1 Pictures,"Harem, Comedy, Romance, Ecchi",23,2015-01-09,2015-01-09
755,755,34934,Koi to Uso,TV,Manga,12,False,PG-13 - Teens 13 or older,6.81,4276.0,553,148412,627,"Frontier Works, Pony Canyon, Kodansha, Ultra Super Pictures, Memory-Tech, Amuse, Hakuhodo DY Music &amp; Pictures, Animatic, DeNA, A-Sketch",Sentai Filmworks,LIDENFILMS,"Drama, Romance, School",24,2017-07-04,2017-09-19
756,756,1827,Seirei no Moribito,TV,Novel,26,False,PG-13 - Teens 13 or older,8.21,308.0,630,132922,2186,"NHK, Atelier Musa","Viz Media, Media Blasters",Production I.G,"Action, Adventure, Historical, Fantasy",25,2007-04-07,2007-09-29
757,757,6624,Kara no Kyoukai Remix: Gate of Seventh Heaven,Movie,Light novel,1,False,R - 17+ (violence & profanity),7.69,1131.0,2133,29526,55,"Aniplex, Kodansha",Aniplex of America,ufotable,"Action, Mystery, Romance, Super Power, Thriller",61,2009-03-14,2009-03-14
758,758,15061,Aikatsu!,TV,Original,178,False,PG - Children,7.44,1837.0,2487,22822,570,"TV Tokyo, Bandai Visual, Dentsu",,"Sunrise, Bandai Namco Pictures","Music, School, Shoujo, Slice of Life",24,2012-10-08,2016-03-31
759,759,14941,AKB0048: Next Stage,TV,Original,13,False,PG-13 - Teens 13 or older,7.78,917.0,2286,26279,305,Starchild Records,Sentai Filmworks,Satelight,"Music, Sci-Fi",23,2013-01-06,2013-03-31
760,760,32827,B: The Beginning,ONA,Original,12,False,R - 17+ (violence & profanity),7.66,1189.0,1079,77283,470,,,Production I.G,"Action, Mystery, Police, Psychological, Supernatural, Thriller",23,2018-03-02,2018-03-02
761,761,15313,Wooser no Sono Higurashi,TV,Web manga,12,False,G - All Ages,6.31,6371.0,3795,9311,22,"TV Tokyo, Good Smile Company",,SANZIGEN,"Slice of Life, Comedy, Fantasy",4,2012-10-03,2012-12-19
762,762,25731,Cross Ange: Tenshi to Ryuu no Rondo,TV,Original,25,False,R - 17+ (violence & profanity),7.48,1688.0,797,108767,957,"Starchild Records, Bandai Namco Live Creative, Bandai Channel",Sentai Filmworks,Sunrise,"Action, Sci-Fi, Mecha",23,2014-10-05,2015-03-29
763,763,5959,Mizugi Kanojo: The Animation,OVA,Manga,4,False,Rx - Hentai,7.44,,3496,11282,155,"Milky Animation Label, T-Rex",,Pink Pineapple,Hentai,30,2009-01-23,2009-11-27
764,764,24439,Kekkai Sensen,TV,Manga,12,False,R - 17+ (violence & profanity),7.73,1041.0,142,370929,3732,"Nihon Ad Systems, Mainichi Broadcasting System, TOHO animation, Shueisha, Toy&#039;s Factory, Sony PCL",Funimation,Bones,"Action, Comedy, Super Power, Supernatural, Vampire, Fantasy, Shounen",26,2015-04-05,2015-10-04
765,765,1564,Pokemon Advanced Generation,TV,Game,192,False,PG - Children,7.19,2866.0,948,89367,304,"TV Tokyo, Shogakukan Productions, TV Tokyo Music, Studio Jack","Viz Media, 4Kids Entertainment, The Pokemon Company International",OLM,"Action, Adventure, Comedy, Kids, Fantasy",24,2002-11-21,2006-09-14
766,766,908,Fullmetal Alchemist: Premium Collection,OVA,Manga,3,False,PG-13 - Teens 13 or older,7.42,1929.0,1524,50586,100,"Aniplex, Square Enix",Funimation,Bones,"Fantasy, Comedy, Shounen",7,2006-03-29,2006-03-29
767,767,5832,Tiger Mask Nisei,TV,Manga,33,False,R - 17+ (violence & profanity),7.43,1912.0,5810,3206,10,,,Toei Animation,"Action, Sports, Drama",24,1981-04-20,1982-01-18
768,768,33,Kenpuu Denki Berserk,TV,Manga,25,False,R+ - Mild Nudity,8.45,132.0,210,302027,12562,"VAP, Hakusensha, Nippon Television Network","Media Blasters, NYAV Post",OLM,"Action, Adventure, Demons, Drama, Fantasy, Horror, Military, Romance, Seinen, Supernatural",25,1997-10-08,1998-04-01
769,769,9107,Pokemon Best Wishes!,TV,Game,84,False,PG - Children,6.63,5075.0,1643,44997,144,"TV Tokyo, MediaNet, Half H.P Studio, Studio Jack","Viz Media, The Pokemon Company International",OLM,"Action, Adventure, Comedy, Fantasy, Kids",22,2010-09-23,2012-06-14
770,770,24701,Mushishi Zoku Shou 2nd Season,TV,Manga,10,False,PG-13 - Teens 13 or older,8.83,26.0,727,118257,701,"Aniplex, Kodansha, Delfi Sound",Aniplex of America,Artland,"Adventure, Fantasy, Historical, Mystery, Seinen, Slice of Life, Supernatural",23,2014-10-19,2014-12-21
771,771,17827,Daitoshokan no Hitsujikai,TV,Visual novel,12,False,PG-13 - Teens 13 or older,7.04,3404.0,1209,67324,131,"Felix Film, Brave Hearts",Funimation,Hoods Entertainment,"Harem, Romance, School",23,2014-10-09,2014-12-25
772,772,11531,UN-GO: Inga-ron,Movie,Novel,1,False,R - 17+ (violence & profanity),7.7,1121.0,2229,27577,28,,Sentai Filmworks,Bones,"Mystery, Supernatural",48,2011-11-19,2011-11-19
773,773,8115,Uchuu Show e Youkoso,Movie,Original,1,False,G - All Ages,7.46,1789.0,3064,15032,35,Aniplex,NYAV Post,A-1 Pictures,"Adventure, Space, Fantasy",136,2010-02-18,2010-02-18
774,774,5507,Senjou no Valkyria,TV,Game,26,False,PG-13 - Teens 13 or older,7.71,1086.0,909,94766,609,"Aniplex, Sega, Sakura Create",,A-1 Pictures,"Action, Military, Romance",24,2009-04-05,2009-09-27
775,775,17265,Log Horizon,TV,Novel,25,False,PG-13 - Teens 13 or older,8.09,448.0,64,556873,7505,NHK,Sentai Filmworks,Satelight,"Action, Game, Adventure, Magic, Fantasy",25,2013-10-05,2014-03-22
776,776,35639,Just Because!,TV,Original,12,False,PG-13 - Teens 13 or older,7.41,1974.0,639,131793,605,"Sotsu, AT-X, BS Fuji, NBCUniversal Entertainment Japan, Tokyo MX, Moonbell, INCS toenter",Sentai Filmworks,Pine Jam,"Slice of Life, Drama, Romance, School",23,2017-10-05,2017-12-28
777,777,7375,Shakugan no Shana S Specials,Special,Light novel,4,False,PG-13 - Teens 13 or older,6.99,3616.0,2671,19993,7,,Funimation,J.C.Staff,"Comedy, Parody",7,2009-10-23,2010-09-29
778,778,6023,Nogizaka Haruka no Himitsu: Purezza,TV,Light novel,12,False,PG-13 - Teens 13 or older,7.27,2534.0,1484,52539,86,"ASCII Media Works, Studio Mausu, Studio Jack",Discotek Media,Diomedea,"Comedy, Ecchi, Romance",24,2009-10-06,2009-12-22
779,779,1170,Slayers Special,OVA,Light novel,3,False,PG-13 - Teens 13 or older,7.45,1827.0,3126,14482,18,"Kadokawa Shoten, Marubeni",ADV Films,J.C.Staff,"Adventure, Comedy, Supernatural, Magic, Fantasy, Shounen",29,1996-07-25,1997-05-25
780,780,1694,iDOLM@STER Xenoglossia,TV,Original,26,False,PG-13 - Teens 13 or older,6.63,5066.0,2855,17418,30,,Sentai Filmworks,Sunrise,"Action, Comedy, Mecha, Sci-Fi",23,2007-04-03,2007-09-25
781,781,1862,Strike Witches OVA,OVA,Original,1,False,PG-13 - Teens 13 or older,6.31,6368.0,2655,20332,24,Rakuonsha,,Gonzo,"Action, Military, Sci-Fi, Magic, Ecchi",8,2007-01-01,2007-01-01
782,782,223,Dragon Ball,TV,Manga,153,False,PG-13 - Teens 13 or older,8.15,369.0,99,444597,8598,Fuji TV,Funimation,Toei Animation,"Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",24,1986-02-26,1989-04-12
783,783,169,Shingetsutan Tsukihime,TV,Visual novel,12,False,R - 17+ (violence & profanity),7.04,3426.0,800,108116,582,"TBS, Rondo Robe, Movic","Sentai Filmworks, Geneon Entertainment USA",J.C.Staff,"Action, Horror, Mystery, Romance, Super Power, Supernatural, Vampire",24,2003-10-10,2003-12-26
784,784,270,Hellsing,TV,Manga,13,False,R - 17+ (violence & profanity),7.6,1349.0,125,395276,4823,"Fuji TV, Pioneer LDC","Funimation, Geneon Entertainment USA",Gonzo,"Action, Horror, Supernatural, Vampire, Seinen",23,2001-10-11,2002-01-17
785,785,2385,One Piece: Jango no Dance Carnival,Movie,Manga,1,False,PG-13 - Teens 13 or older,7.29,2471.0,2336,25399,26,,,Toei Animation,"Comedy, Fantasy, Shounen",6,2001-03-03,2001-03-03
786,786,30988,Futsuu no Joshikousei ga [Locodol] Yattemita. OVA,OVA,4-koma manga,2,False,PG-13 - Teens 13 or older,7.1,3202.0,4794,5249,3,DAX Production,,feel.,"Slice of Life, Comedy, Seinen",24,2015-03-23,2016-06-22
787,787,2756,Cheonnyeon-yeowoo Yeowoobi,Movie,Original,1,False,PG - Children,7.37,2142.0,3615,10407,36,Yellow Film,,Sunwoo Entertainment,"Sci-Fi, Drama, Fantasy",85,2007-01-25,2007-01-25
788,788,34383,Netsuzou TRap,TV,Manga,12,False,R+ - Mild Nudity,5.52,8339.0,1177,69763,160,"DMM.com, Ichijinsha",,Creators in Pack,"Drama, Romance, Shoujo Ai",9,2017-07-05,2017-09-20
789,789,5671,Saki,TV,Manga,25,False,PG-13 - Teens 13 or older,7.55,1505.0,1256,64971,752,"TV Tokyo, Square Enix, Sotsu, Lantis, Pony Canyon, KlockWorx, TV Tokyo Music, Kiyosumi High School Mahjong Club, Sotsu Music Publishing",,"Gonzo, Picture Magic","Game, School, Slice of Life",24,2009-04-06,2009-09-28
790,790,9741,Nana to Kaoru,OVA,Manga,1,False,R+ - Mild Nudity,5.73,7931.0,2984,15898,33,,,AIC Plus+,"Comedy, Ecchi, Romance, Seinen",24,2011-03-29,2011-03-29
791,791,21339,Psycho-Pass Movie,Movie,Original,1,False,R - 17+ (violence & profanity),7.87,766.0,614,135932,397,"Dentsu, Nitroplus, Kyoraku Industrial Holdings",Funimation,Production I.G,"Action, Military, Police, Sci-Fi",113,2015-01-09,2015-01-09
792,792,8023,Toaru Kagaku no Railgun: Motto Marutto Railgun,Special,Manga,2,False,PG-13 - Teens 13 or older,6.94,3800.0,2105,30113,22,,,J.C.Staff,Comedy,8,2010-01-29,2010-05-28
793,793,2409,Gokudou-kun Manyuuki,TV,Light novel,26,False,PG-13 - Teens 13 or older,7.59,1377.0,3717,9764,98,SoftX,"Media Blasters, Discotek Media",Trans Arts,"Adventure, Comedy, Fantasy, Magic",23,1999-04-02,1999-09-24
794,794,24703,High School DxD BorN,TV,Light novel,12,False,R+ - Mild Nudity,7.68,1148.0,189,317697,2801,"Genco, Lantis, Fujimi Shobo",Funimation,TNK,"Action, Comedy, Demons, Ecchi, Harem, Romance, School",24,2015-04-04,2015-06-20
795,795,17121,Dareka no Manazashi,Movie,Original,1,False,G - All Ages,7.5,1630.0,1768,40375,69,The Answer Studio,,CoMix Wave Films,"Drama, Slice of Life",6,2013-02-10,2013-02-10
796,796,154,Shaman King,TV,Manga,64,False,PG-13 - Teens 13 or older,7.83,833.0,343,215353,2829,"TV Tokyo, Nihon Ad Systems, TV Tokyo Music",4Kids Entertainment,Xebec,"Action, Adventure, Comedy, Supernatural, Drama, Shounen",23,2001-07-04,2002-09-25
797,797,31578,JK Meshi!,TV,Original,26,False,PG-13 - Teens 13 or older,4.64,9298.0,3956,8375,2,,,"Kyotoma, Office Nobu",Comedy,3,2015-10-06,2016-03-29
798,798,15225,Hentai Ouji to Warawanai Neko.,TV,Light novel,12,False,PG-13 - Teens 13 or older,7.39,2068.0,255,268962,1464,"Frontier Works, Media Factory, Furyu",Sentai Filmworks,J.C.Staff,"Harem, Comedy, Supernatural, Romance, School",24,2013-04-13,2013-06-29
799,799,35222,Gakuen Babysitters,TV,Manga,12,False,PG-13 - Teens 13 or older,7.91,675.0,1493,52214,371,"Bandai Visual, Lantis, Nihon Ad Systems, Hakusensha, Banpresto, Marui Group",,Brain&#039;s Base,"Comedy, School, Shoujo, Slice of Life",23,2018-01-07,2018-03-25
800,800,21241,Kyoukai no Kanata: Idol Saiban! Mayoi Nagara mo Kimi wo Sabaku Tami,ONA,Light novel,5,False,PG-13 - Teens 13 or older,6.61,5158.0,2421,23935,14,,Sentai Filmworks,Kyoto Animation,Comedy,8,2013-11-18,2014-07-02
801,801,561,Sakura Taisen,TV,Game,25,False,PG-13 - Teens 13 or older,6.97,3691.0,3276,13234,40,"TBS, Sega","ADV Films, Sentai Filmworks",Madhouse,"Adventure, Mecha, Sci-Fi, Shounen",20,2000-04-08,2000-09-23
802,802,31251,Mobile Suit Gundam: Iron-Blooded Orphans,TV,Original,25,False,R - 17+ (violence & profanity),8.0,557.0,869,100279,1155,"Sotsu, Asatsu DK, Mainichi Broadcasting System",Funimation,Sunrise,"Action, Drama, Mecha, Sci-Fi, Space",24,2015-10-04,2016-03-27
803,803,21439,Uta no☆Prince-sama♪ Maji Love Revolutions,TV,Visual novel,13,False,PG-13 - Teens 13 or older,7.2,2829.0,1889,36426,222,"Showgate, King Records",Sentai Filmworks,A-1 Pictures,"Comedy, Harem, Music, Romance, School, Shoujo",24,2015-04-05,2015-06-28
804,804,1553,Queen Emeraldas,OVA,Manga,4,False,PG-13 - Teens 13 or older,6.99,3615.0,5179,4297,8,"Four Some, Dynamic Planning",ADV Films,OLM,"Action, Sci-Fi, Adventure, Space",31,1998-06-05,1999-12-18
805,805,76,Mahou Shoujo Lyrical Nanoha,TV,Original,13,False,PG-13 - Teens 13 or older,7.49,1670.0,1127,73400,933,"Starchild Records, Omnibus Japan",Geneon Entertainment USA,Seven Arcs,"Action, Comedy, Drama, Magic, Super Power",25,2004-10-03,2004-12-26
806,806,10681,Blood-C: The Last Dark,Movie,Original,1,False,R+ - Mild Nudity,7.32,2326.0,1527,50375,112,"Aniplex, Dentsu, Shochiku, Kadokawa Shoten, Mainichi Broadcasting System, Dwango",Funimation,Production I.G,"Action, Horror, Supernatural, Vampire",110,2012-06-02,2012-06-02
807,807,9938,Ikoku Meiro no Croisée The Animation,TV,Manga,12,False,G - All Ages,7.47,1729.0,1659,44459,135,"Media Factory, AT-X, flying DOG, Sony Music Communications, Bushiroad, Good Smile Company, Aoni Entertainment",Sentai Filmworks,Satelight,"Slice of Life, Historical, Seinen",23,2011-07-04,2011-09-19
808,808,1374,Kyoushoku Soukou Guyver (2005),TV,Manga,26,False,PG-13 - Teens 13 or older,7.35,2244.0,3101,14735,141,,"ADV Films, Funimation",OLM,"Adventure, Sci-Fi, Shounen",23,2005-08-06,2006-02-18
809,809,20973,Sekai Seifuku: Bouryaku no Zvezda,TV,Original,12,False,PG-13 - Teens 13 or older,7.15,3012.0,931,91844,253,"Aniplex, Dentsu, flying DOG, Notes, Atelier Musa, Ichijinsha",Aniplex of America,A-1 Pictures,"Action, Comedy, Fantasy",24,2014-01-12,2014-03-30
810,810,1956,Ikkitousen: Dragon Destiny,TV,Manga,12,False,R+ - Mild Nudity,6.91,3875.0,1450,54550,120,"Genco, Atelier Musa, Gigno Systems",Media Blasters,Arms,"Action, Super Power, Ecchi, Martial Arts, School",24,2007-02-26,2007-05-14
811,811,33581,Trinity Seven Movie: Eternity Library to Alchemic Girl,Movie,Manga,1,False,PG-13 - Teens 13 or older,7.41,2000.0,1273,64088,174,Avex Pictures,,Seven Arcs Pictures,"Action, Harem, Comedy, Magic, Romance, Ecchi, Fantasy, School, Shounen",55,2017-02-25,2017-02-25
812,812,36524,Dies Irae: Reimei,Special,Visual novel,1,False,PG-13 - Teens 13 or older,5.44,8474.0,3036,15331,5,"Genco, DMM pictures, Greenwood, Brave Hearts, Crunchyroll SC Anime Fund",Funimation,A.C.G.T.,"Action, Super Power, Magic",23,2017-10-07,2017-10-07
813,813,65,Rozen Maiden: Träumend,TV,Manga,12,False,PG-13 - Teens 13 or older,7.74,1024.0,1028,81387,471,"Mellow Head, TBS",Sentai Filmworks,Nomad,"Action, Comedy, Drama, Magic, Seinen",24,2005-10-21,2006-01-27
814,814,1747,Freedom,OVA,Original,7,False,PG-13 - Teens 13 or older,7.55,1491.0,2949,16393,62,"Bandai Visual, Dentsu","Bandai Entertainment, Discotek Media, NYAV Post, Bandai Visual USA",Sunrise,"Action, Sci-Fi, Adventure, Space",27,2006-11-24,2008-05-23
815,815,16123,Saki Zenkoku-hen,TV,Manga,13,False,PG-13 - Teens 13 or older,7.48,1704.0,2477,22983,101,"TV Tokyo, Square Enix, Lantis, Pony Canyon",,Studio Gokumi,"Game, School, Slice of Life",24,2014-01-06,2014-04-07
816,816,800,NieA Under 7,TV,Original,13,False,PG-13 - Teens 13 or older,6.92,3854.0,2597,21127,88,"Shaft, Genco, Kadokawa Shoten, SynergySP, Pioneer LDC","Discotek Media, Geneon Entertainment USA",Triangle Staff,"Comedy, Sci-Fi, Slice of Life",23,2000-04-26,2000-07-19
817,817,12783,Sora no Otoshimono Final: Eternal My Master,Movie,Manga,1,False,PG-13 - Teens 13 or older,6.87,4053.0,1318,61479,251,Nippon Columbia,,Production IMS,"Comedy, Ecchi, Harem, Sci-Fi, Shounen, Supernatural",49,2014-04-26,2014-04-26
818,818,21939,Mushishi Zoku Shou,TV,Manga,10,False,PG-13 - Teens 13 or older,8.77,33.0,569,145925,894,"Aniplex, Kodansha, Delfi Sound",Aniplex of America,Artland,"Adventure, Slice of Life, Mystery, Historical, Supernatural, Fantasy, Seinen",24,2014-04-05,2014-06-21
819,819,984,Dragon Ball Z: Saiya-jin Zetsumetsu Keikaku,OVA,Manga,2,False,PG-13 - Teens 13 or older,7.02,3492.0,2254,26986,19,,Bandai,Toei Animation,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",30,1993-07-23,1993-07-23
820,820,885,Tenshi no Tamago,OVA,Original,1,False,PG-13 - Teens 13 or older,7.63,1282.0,1478,52892,1058,Tokuma Shoten,Anchor Bay Films,Studio Deen,"Fantasy, Dementia, Drama",71,1985-12-22,1985-12-22
821,821,2216,Shigurui,TV,Manga,12,False,R+ - Mild Nudity,7.5,1647.0,1229,66096,613,"Geneon Universal Entertainment, WOWOW, Akita Shoten",Funimation,Madhouse,"Action, Historical, Psychological, Drama, Martial Arts, Samurai, Seinen",23,2007-07-19,2007-10-11
822,822,12859,One Piece Film: Z,Movie,Manga,1,False,PG-13 - Teens 13 or older,8.32,224.0,784,110091,401,Shueisha,Funimation,Toei Animation,"Action, Adventure, Comedy, Drama, Fantasy, Shounen",107,2012-12-15,2012-12-15
823,823,785,Otaku no Video,OVA,Other,2,False,PG-13 - Teens 13 or older,7.19,2865.0,2803,18074,62,Youmex,AnimEigo,Gainax,"Comedy, Drama, Historical, Magic, Mecha, Sci-Fi",48,1991-09-27,1991-12-20
824,824,9181,Motto To LOVE-Ru,TV,Manga,12,False,R+ - Mild Nudity,7.52,1581.0,444,178793,767,"Geneon Universal Entertainment, TBS, Magic Capsule, PRA",Sentai Filmworks,Xebec,"Sci-Fi, Harem, Comedy, Ecchi, School, Shounen",24,2010-10-06,2010-12-22
825,825,31374,Shingeki! Kyojin Chuugakkou,TV,Manga,12,False,PG-13 - Teens 13 or older,7.07,3320.0,1037,80521,381,Pony Canyon Enterprise,Funimation,Production I.G,"Comedy, Parody, School, Shounen",17,2015-10-04,2015-12-20
826,826,1506,Detective Conan Movie 10: Requiem of the Detectives,Movie,Manga,1,False,PG-13 - Teens 13 or older,8.21,301.0,2161,28891,25,,,TMS Entertainment,"Adventure, Comedy, Mystery, Police, Shounen",111,2006-04-15,2006-04-15
827,827,34834,Hina Logi: From Luck & Logic,TV,Card game,12,False,PG-13 - Teens 13 or older,6.75,4529.0,2923,16670,38,"Bandai Visual, Lantis, Nitroplus, Bushiroad, Yuhodo",Funimation,Doga Kobo,"Action, Comedy, Fantasy, School",23,2017-07-01,2017-09-23
828,828,37719,High School DxD Hero: Taiikukan-ura no Holy,Special,Light novel,1,False,R+ - Mild Nudity,6.97,3672.0,2441,23710,52,,Funimation,Passione,"Action, Comedy, Demons, Ecchi, Harem, Romance, School",24,2018-04-10,2018-04-10
829,829,427,Kaleido Star,TV,Original,51,False,PG-13 - Teens 13 or older,8.03,517.0,1499,51894,1155,"TV Tokyo, Hal Film Maker, G&amp;G Entertainment, HoriPro, MediaNet","ADV Films, Funimation","Gonzo, Production I.G","Comedy, Sports, Drama, Fantasy, Shoujo",23,2003-04-03,2004-03-27
830,830,445,Tales of Eternia The Animation,TV,Game,13,False,PG-13 - Teens 13 or older,6.29,6451.0,3292,13080,10,,Media Blasters,"Production I.G, Xebec","Adventure, Comedy, Romance, Fantasy",22,2001-01-08,2001-03-26
831,831,34349,Diamond no Ace: Second Season OVA,OVA,Manga,2,False,PG-13 - Teens 13 or older,7.58,1399.0,5305,4020,3,,,"Production I.G, Madhouse","Comedy, Sports, School, Shounen",24,2016-08-15,2016-10-17
