,Unnamed: 0,anime_id,title,type,source,episodes,airing,rating,score,rank,watched_by,members,favorites,producer,licensor,studio,genre,duration_min,aired_start,aired_end
101,101,18,Initial D Fourth Stage,TV,Manga,24,False,PG-13 - Teens 13 or older,8.24,276.0,1261,64574,588,"OB Planning, Studio Jack",Funimation,A.C.G.T.,"Action, Cars, Sports, Drama, Seinen",27,2004-04-17,2006-02-18
102,102,5060,Hetalia Axis Powers,ONA,Web manga,52,False,PG-13 - Teens 13 or older,7.68,1147.0,464,173776,5040,"Frontier Works, DAX Production",Funimation,Studio Deen,"Comedy, Historical, Parody",5,2009-01-24,2010-03-05
103,103,5322,Mugen Kouro,ONA,Game,4,False,PG-13 - Teens 13 or older,5.13,8919.0,8342,965,1,,,"Gonzo, Production I.G","Action, Sci-Fi, Space",2,2008-10-09,2009-05-29
104,104,546,Wind: A Breath of Heart (TV),TV,Visual novel,13,False,PG-13 - Teens 13 or older,6.08,7162.0,3890,8735,5,"Frontier Works, Rondo Robe",,Radix,"Drama, Romance, School, Supernatural",12,2004-06-30,2004-09-22
105,105,2618,Takarajima,TV,Novel,26,False,PG-13 - Teens 13 or older,8.09,450.0,3959,8376,114,Tokyo Movie Shinsha,,"Madhouse, TMS Entertainment","Adventure, Mystery, Historical, Drama",24,1978-10-08,1979-04-01
106,106,1921,Urusei Yatsura Movie 2: Beautiful Dreamer,Movie,Manga,1,False,PG-13 - Teens 13 or older,7.87,769.0,4080,7811,116,"Kitty Films, Studio Kyuuma","Central Park Media, Discotek Media",Studio Pierrot,"Action, Adventure, Comedy, Romance, Drama, Sci-Fi",95,1984-02-11,1984-02-11
107,107,459,One Piece Movie 1,Movie,Manga,1,False,PG-13 - Teens 13 or older,7.22,2740.0,1392,57451,239,,,Toei Animation,"Action, Adventure, Comedy, Super Power, Fantasy, Shounen",50,2000-03-04,2000-03-04
108,108,790,Ergo Proxy,TV,Original,23,False,R - 17+ (violence & profanity),7.99,566.0,161,342724,8663,"Geneon Universal Entertainment, WOWOW, Sakura Create","Funimation, Geneon Entertainment USA",Manglobe,"Sci-Fi, Mystery, Psychological",25,2006-02-25,2006-08-12
109,109,4918,xxxHOLiC Shunmuki,OVA,Manga,2,False,PG-13 - Teens 13 or older,8.15,378.0,1592,47208,94,Kodansha,,Production I.G,"Mystery, Comedy, Psychological, Supernatural, Drama",26,2009-02-17,2009-06-23
110,110,33095,Shouwa Genroku Rakugo Shinjuu: Sukeroku Futatabi-hen,TV,Manga,12,False,PG-13 - Teens 13 or older,8.87,24.0,1107,74830,1395,"Mainichi Broadcasting System, Kodansha, DAX Production, King Records",,Studio Deen,"Drama, Historical, Josei",24,2017-01-07,2017-03-25
111,111,10218,Berserk: Ougon Jidai-hen I - Haou no Tamago,Movie,Manga,1,False,R+ - Mild Nudity,7.88,731.0,796,108779,495,"Yahoo! Japan, Good Smile Company, Beyond C.","Viz Media, NYAV Post",Studio 4°C,"Action, Military, Adventure, Demons, Supernatural, Fantasy, Seinen",76,2012-02-04,2012-02-04
112,112,14837,Dragon Ball Z Movie 14: Kami to Kami,Movie,Manga,1,False,PG-13 - Teens 13 or older,7.57,1423.0,903,95471,165,,Funimation,Toei Animation,"Action, Adventure, Fantasy, Martial Arts, Shounen, Super Power",85,2013-03-30,2013-03-30
113,113,5041,Guin Saga,TV,Light novel,26,False,PG-13 - Teens 13 or older,7.25,2612.0,2055,31446,100,Aniplex,Sentai Filmworks,Satelight,"Adventure, Fantasy",24,2009-04-05,2009-09-27
114,114,6707,Kuroshitsuji II,TV,Manga,12,False,R - 17+ (violence & profanity),7.48,1696.0,213,300154,3587,"Aniplex, Square Enix, Mainichi Broadcasting System",Funimation,A-1 Pictures,"Action, Comedy, Demons, Supernatural, Fantasy, Shounen",24,2010-07-02,2010-09-17
115,115,236,E&#039;s Otherwise,TV,Manga,26,False,PG-13 - Teens 13 or older,6.71,4700.0,3310,12960,27,Sotsu,ADV Films,Studio Pierrot,"Adventure, Comedy, Drama, Military, Sci-Fi, Shounen, Supernatural",23,2003-04-01,2003-09-23
116,116,9515,Highschool of the Dead: Drifters of the Dead,OVA,Manga,1,False,R+ - Mild Nudity,6.75,4529.0,454,176439,300,Showgate,Sentai Filmworks,Madhouse,"Ecchi, Comedy, Supernatural",16,2011-04-26,2011-04-26
117,117,5984,Ristorante Paradiso,TV,Manga,11,False,PG-13 - Teens 13 or older,7.45,1821.0,2199,28032,124,"Fuji TV, Fuji Pacific Music Publishing, Sony PCL",Nozomi Entertainment,David Production,"Drama, Josei, Romance, Slice of Life",22,2009-04-09,2009-06-25
118,118,12191,Smile Precure!,TV,Original,48,False,G - All Ages,7.2,2825.0,3113,14616,203,Saban Brands,,Toei Animation,"Action, Fantasy, Magic, Shoujo",24,2012-02-05,2013-01-27
119,119,11061,Hunter x Hunter (2011),TV,Manga,148,False,PG-13 - Teens 13 or older,9.11,8.0,35,720920,64375,"VAP, Nippon Television Network, Shueisha",Viz Media,Madhouse,"Action, Adventure, Super Power, Shounen",23,2011-10-02,2014-09-24
120,120,23623,Non Non Biyori Repeat,TV,Manga,12,False,PG-13 - Teens 13 or older,8.23,286.0,921,92898,855,"TV Tokyo, Lantis",Sentai Filmworks,Silver Link.,"Comedy, School, Seinen, Slice of Life",23,2015-07-07,2015-09-22
121,121,32983,Natsume Yuujinchou Go,TV,Manga,11,False,PG-13 - Teens 13 or older,8.64,63.0,1038,80448,459,"TV Tokyo, Aniplex, Nihon Ad Systems, Hakusensha",,Shuka,"Slice of Life, Supernatural, Drama, Fantasy, Shoujo",23,2016-10-05,2016-12-21
122,122,32122,Gintama°: Umai-mono wa Atomawashi ni Suru to Yokodorisareru kara Yappari Saki ni Kue,Special,Manga,1,False,PG-13 - Teens 13 or older,8.14,380.0,3165,14220,32,"TV Tokyo, Dentsu",,Bandai Namco Pictures,"Action, Comedy, Historical, Parody, Samurai, Shounen",12,2015-11-03,2015-11-03
123,123,33028,Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen,TV,Game,11,False,R - 17+ (violence & profanity),7.77,937.0,703,121450,1926,,Funimation,Lerche,"Action, Mystery, Horror, Psychological, School",23,2016-07-14,2016-09-22
124,124,64,Rozen Maiden,TV,Manga,12,False,PG-13 - Teens 13 or older,7.53,1563.0,554,148187,1894,"Mellow Head, Pony Canyon, TBS, Memory-Tech, Studio Jack",Sentai Filmworks,Nomad,"Action, Comedy, Drama, Magic, Seinen",24,2004-10-08,2004-12-24
125,125,5682,Phantom: Requiem for the Phantom,TV,Visual novel,26,False,R - 17+ (violence & profanity),8.11,425.0,373,201912,3688,Genco,Funimation,Bee Train,"Action, Drama, Seinen, Thriller",24,2009-04-03,2009-09-25
126,126,1726,Devil May Cry,TV,Game,12,False,R - 17+ (violence & profanity),7.11,3152.0,371,203008,1506,"Media Factory, Toshiba Entertainment","ADV Films, Funimation",Madhouse,"Action, Demons, Fantasy",24,2007-06-14,2007-09-06
127,127,8277,Hyakka Ryouran: Samurai Girls,TV,Light novel,12,False,R+ - Mild Nudity,6.95,3736.0,712,120462,257,"Genco, Lantis, Media Factory, Movic, Hobby Japan, Showgate, Gigno Systems",Sentai Filmworks,Arms,"Action, Comedy, Ecchi, Harem, Samurai, School",24,2010-09-04,2010-12-20
128,128,19363,Gin no Saji 2nd Season,TV,Manga,11,False,PG-13 - Teens 13 or older,8.33,207.0,967,87685,448,"Aniplex, Dentsu, Fuji TV, Kyoraku Industrial Holdings",Aniplex of America,A-1 Pictures,"Comedy, School, Shounen, Slice of Life",24,2014-01-10,2014-03-28
129,129,30952,New Initial D Movie: Legend 3 - Mugen,Movie,Manga,1,False,PG-13 - Teens 13 or older,7.92,664.0,4136,7566,23,"Shochiku, Kodansha, Ultra Super Pictures, Avex Pictures",Sentai Filmworks,"SANZIGEN, LIDENFILMS","Cars, Seinen, Sports",60,2016-02-06,2016-02-06
130,130,2171,Detective Conan Movie 11: Jolly Roger in the Deep Azure,Movie,Manga,1,False,PG-13 - Teens 13 or older,7.61,1319.0,2404,24237,11,Big Bang,,TMS Entertainment,"Adventure, Police, Comedy, Mystery, Shounen",105,2007-04-21,2007-04-21
131,131,34498,"Uchiage Hanabi, Shita kara Miru ka? Yoko kara Miru ka?",Movie,Other,1,False,PG-13 - Teens 13 or older,6.69,4832.0,1633,45376,180,"Aniplex, Toho, Lawson HMV Entertainment, Toy&#039;s Factory, East Japan Marketing &amp; Communications, Kadokawa, LINE Corporation",GKIDS,Shaft,Drama,90,2017-08-18,2017-08-18
132,132,8769,Ore no Imouto ga Konnani Kawaii Wake ga Nai,TV,Light novel,12,False,PG-13 - Teens 13 or older,7.34,2283.0,110,419349,4188,"Aniplex, Movic, ASCII Media Works, Jumondo",Aniplex of America,AIC Build,"Slice of Life, Comedy",24,2010-10-03,2010-12-19
133,133,880,Aa! Megami-sama!: Sorezore no Tsubasa,TV,Manga,22,False,PG-13 - Teens 13 or older,7.66,1186.0,1565,48328,163,"TBS, Kodansha","ADV Films, Funimation, NYAV Post",AIC,"Comedy, Magic, Romance, Seinen, Supernatural",24,2006-04-07,2006-09-15
134,134,1469,Monster Farm: Enbanseki no Himitsu,TV,Game,48,False,PG-13 - Teens 13 or older,6.89,3957.0,2235,27404,62,,"ADV Films, Discotek Media",TMS Entertainment,"Action, Adventure, Comedy, Fantasy",24,1999-04-17,2000-03-25
135,135,19391,Shingeki no Kyojin Picture Drama,Special,Manga,9,False,PG-13 - Teens 13 or older,6.73,4644.0,2003,32815,54,"Production I.G, Wit Studio",Funimation,Studio Moriken,"Parody, Comedy",10,2013-07-17,2014-03-19
136,136,5162,Minami-ke Okaeri,TV,Manga,13,False,PG-13 - Teens 13 or older,7.63,1276.0,1513,51282,62,,,Asread,"Slice of Life, Comedy, School",24,2009-01-05,2009-03-30
137,137,5163,Code Geass: Hangyaku no Lelouch R2 Picture Drama,Special,Original,9,False,PG-13 - Teens 13 or older,7.21,2767.0,2274,26531,131,,Funimation,Sunrise,"Comedy, Ecchi, Slice of Life",5,2008-08-22,2009-04-24
138,138,33051,Mobile Suit Gundam: Iron-Blooded Orphans 2nd Season,TV,Original,25,False,R - 17+ (violence & profanity),8.26,271.0,1438,55184,660,"Sotsu, Asatsu DK, Mainichi Broadcasting System",Funimation,Sunrise,"Action, Drama, Mecha, Sci-Fi, Space",24,2016-10-02,2017-04-02
139,139,835,Sister Princess: Re Pure,TV,Light novel,13,False,PG-13 - Teens 13 or older,6.33,6281.0,4369,6526,11,,,Zexcs,"Drama, Romance",23,2002-10-04,2002-12-25
140,140,13807,Corpse Party: Missing Footage,OVA,Visual novel,1,False,R+ - Mild Nudity,6.32,6303.0,1077,77108,139,,,Asread,"Horror, School",11,2012-08-02,2012-08-02
141,141,9999,One Piece 3D: Mugiwara Chase,Movie,Manga,1,False,PG-13 - Teens 13 or older,7.26,2582.0,2132,29537,48,,,Toei Animation,"Action, Adventure, Comedy, Fantasy, Shounen",30,2011-03-19,2011-03-19
142,142,1122,Pokemon Advanced Generation: Rekkuu no Houmonsha Deoxys,Movie,Game,1,False,PG - Children,7.08,3279.0,1399,57247,66,Studio Jack,"4Kids Entertainment, Miramax Films",OLM,"Action, Adventure, Comedy, Fantasy, Kids, Sci-Fi",98,2004-07-17,2004-07-17
143,143,26023,Haiyore! Nyaruko-san F,OVA,Light novel,1,False,PG-13 - Teens 13 or older,7.64,1243.0,2100,30247,56,"Sotsu, Studio Mausu, DIVE II Entertainment, Avex Pictures",,Xebec,"Sci-Fi, Comedy, Parody, Romance",27,2015-06-19,2015-06-19
144,144,3464,Kemeko Deluxe!,TV,Manga,12,False,PG-13 - Teens 13 or older,6.69,4800.0,2085,30794,47,"Geneon Universal Entertainment, YTV, KlockWorx, AC Create, Yomiuri Advertising",,Hal Film Maker,"Action, Comedy, Ecchi, Romance, School, Sci-Fi, Shounen",24,2008-10-05,2008-12-21
145,145,780,Detective Conan Movie 02: The Fourteenth Target,Movie,Manga,1,False,PG-13 - Teens 13 or older,8.0,551.0,1970,33950,46,,Funimation,TMS Entertainment,"Adventure, Mystery, Comedy, Police, Shounen",99,1998-04-18,1998-04-18
146,146,12445,Tasogare Otome x Amnesia,TV,Manga,12,False,R - 17+ (violence & profanity),7.93,644.0,317,226392,3060,"Square Enix, Media Factory, Tasogare Otome×Amnesia Production Partners",Sentai Filmworks,Silver Link.,"Horror, Mystery, Romance, School, Shounen, Supernatural",23,2012-04-09,2012-06-25
147,147,28913,Hidamari Sketch x 365 Recap,Special,4-koma manga,1,False,PG-13 - Teens 13 or older,6.5,5603.0,9044,660,0,"Aniplex, Lantis",,Shaft,"Slice of Life, Comedy, School",50,2009-12-23,2009-12-23
148,148,242,Gokusen,TV,Manga,13,False,R - 17+ (violence & profanity),7.47,1725.0,2282,26382,172,"VAP, Studio Jack","Media Blasters, NYAV Post",Madhouse,"Slice of Life, Comedy, Drama, School, Josei",23,2004-01-06,2004-03-30
149,149,1686,Bleach Movie 1: Memories of Nobody,Movie,Manga,1,False,PG-13 - Teens 13 or older,7.55,1485.0,455,176390,657,"TV Tokyo, Dentsu, Shueisha",Viz Media,Studio Pierrot,"Action, Adventure, Super Power",93,2006-12-16,2006-12-16
150,150,33743,Fuuka,TV,Manga,12,False,R+ - Mild Nudity,6.73,4618.0,610,136544,587,"Studio Tulip, Magic Capsule, Warner Bros., flying DOG",Funimation,Diomedea,"Drama, Ecchi, Music, Romance, School, Shounen",24,2017-01-06,2017-03-24
151,151,9834,Level E,TV,Manga,13,False,R - 17+ (violence & profanity),7.53,1557.0,1250,65234,282,"Aniplex, TV Tokyo Music, Sony Music Entertainment, Sakura Create",Funimation,"Studio Pierrot, David Production","Sci-Fi, Comedy, Shounen",24,2011-01-11,2011-04-05
152,152,3016,Ginga Eiyuu Densetsu: Arata Naru Tatakai no Overture,Movie,Novel,1,False,PG-13 - Teens 13 or older,8.17,346.0,2924,16650,36,Tokuma Shoten,,Magic Bus,"Action, Space, Military, Drama, Sci-Fi",90,1993-12-18,1993-12-18
153,153,6336,Mobile Suit Gundam Unicorn,OVA,Novel,7,False,PG-13 - Teens 13 or older,8.31,232.0,1481,52688,1066,"Bandai Visual, Kadokawa Shoten","Nozomi Entertainment, Bandai Entertainment, NYAV Post",Sunrise,"Action, Drama, Mecha, Military, Sci-Fi, Space",62,2010-03-12,2014-06-06
154,154,33820,Ao Oni The Animation (Movie),Movie,Game,1,False,PG-13 - Teens 13 or older,4.4,9377.0,5165,4342,0,,,Studio Deen,"Mystery, Horror",60,2017-02-11,2017-02-11
155,155,19383,Yami Shibai,TV,Original,13,False,PG-13 - Teens 13 or older,7.18,2910.0,1547,49164,159,TV Tokyo,Sentai Filmworks,ILCA,"Dementia, Horror, Demons, Supernatural",4,2013-07-15,2013-09-30
156,156,33985,Bloodivores,TV,Web manga,12,False,R - 17+ (violence & profanity),5.69,8016.0,1321,61511,74,Emon,,"Creators in Pack, Namu Animation","Action, Supernatural, Vampire",24,2016-10-01,2016-12-17
157,157,139,Hunter x Hunter: Greed Island Final,OVA,Manga,14,False,PG-13 - Teens 13 or older,8.38,175.0,1145,72065,195,,,Nippon Animation,"Action, Adventure, Shounen, Super Power",24,2004-03-03,2004-08-18
158,158,16009,Kamisama no Inai Nichiyoubi,TV,Light novel,12,False,R - 17+ (violence & profanity),7.47,1731.0,529,152358,817,"Starchild Records, AT-X, KlockWorx, Memory-Tech, Studio Mausu",Sentai Filmworks,Madhouse,"Fantasy, Mystery",23,2013-07-07,2013-09-22
159,159,12471,Eureka Seven AO,TV,Manga,24,False,PG-13 - Teens 13 or older,6.81,4265.0,1219,66781,179,"Bandai Visual, Kadokawa Shoten, Mainichi Broadcasting System, Bandai, Project Eureka AO, Sony Music Entertainment, Bandai Namco Games, Sammy, Hakuhodo DY Media Partners, Bandai Channel",Funimation,Bones,"Action, Adventure, Drama, Mecha, Sci-Fi",24,2012-04-13,2012-11-20
160,160,877,Nana,TV,Manga,47,False,R+ - Mild Nudity,8.51,101.0,262,262266,12291,"VAP, Nippon Television Network, Shueisha",Viz Media,Madhouse,"Music, Slice of Life, Comedy, Drama, Romance, Shoujo",23,2006-04-05,2007-03-28
161,161,32083,Luck & Logic,TV,Card game,12,False,PG-13 - Teens 13 or older,6.23,6656.0,1177,69667,117,"Bandai Visual, Lantis, Bushiroad, Yuhodo",Funimation,Doga Kobo,"Action, Fantasy",24,2016-01-09,2016-03-26
162,162,3889,Junk Boy,OVA,Manga,1,False,R+ - Mild Nudity,6.1,7083.0,5238,4164,12,Victor Entertainment,Manga Entertainment,Madhouse,"Comedy, Romance, Ecchi",45,1987-12-16,1987-12-16
163,163,1161,Maze☆Bakunetsu Jikuu (TV),TV,Manga,25,False,PG-13 - Teens 13 or older,6.75,4536.0,5169,4336,8,Kadokawa Shoten,Central Park Media,J.C.Staff,"Adventure, Comedy, Fantasy, Mecha, Shounen",24,1997-04-03,1997-09-25
164,164,2722,Crusher Joe,Movie,Manga,1,False,R+ - Mild Nudity,6.93,3805.0,5734,3336,5,Studio Nue,"AnimEigo, Discotek Media",Sunrise,"Action, Sci-Fi, Adventure, Space",131,1983-03-12,1983-03-12
165,165,33255,Saiki Kusuo no Ψ-nan (TV),TV,Manga,120,False,PG-13 - Teens 13 or older,8.56,79.0,580,144096,2969,"TV Tokyo, Shogakukan Productions, Pony Canyon, Nippon Columbia, KlockWorx, Asmik Ace Entertainment, Bandai Namco Entertainment, Shueisha, Toy&#039;s Factory, Dear Stage inc.",Funimation,"J.C.Staff, Egg Firm","Slice of Life, Comedy, Supernatural, School, Shounen",5,2016-07-04,2016-12-26
166,166,6954,Kara no Kyoukai 8: Shuushou,Special,Light novel,1,False,PG-13 - Teens 13 or older,7.26,2571.0,1372,58313,100,,Aniplex of America,ufotable,Mystery,33,2011-02-02,2011-02-02
167,167,5909,Seitokai no Ichizon,TV,Light novel,12,False,PG-13 - Teens 13 or older,7.45,1822.0,632,132383,635,AMG MUSIC,Sentai Filmworks,Studio Deen,"Harem, Comedy, Parody, School",24,2009-10-03,2009-12-19
168,168,34612,Saiki Kusuo no Ψ-nan (TV) 2,TV,Manga,24,True,PG-13 - Teens 13 or older,8.67,52.0,1319,61570,473,"TV Tokyo, Shogakukan Productions, Nippon Columbia, KlockWorx, Asmik Ace Entertainment, Bandai Namco Entertainment, Shueisha, Toy&#039;s Factory, Dear Stage inc.",,"J.C.Staff, Egg Firm","Slice of Life, Comedy, Supernatural, School, Shounen",24,2018-01-17,
169,169,1565,Pokemon Diamond & Pearl,TV,Game,191,False,PG - Children,7.24,2690.0,1259,64651,283,"TV Tokyo, Shogakukan Productions, SoftX, Nintendo, Studio Jack","Viz Media, The Pokemon Company International",OLM,"Action, Adventure, Comedy, Fantasy, Kids",23,2006-09-28,2010-09-09
170,170,8407,Sora no Otoshimono: Forte,TV,Manga,12,False,PG-13 - Teens 13 or older,7.75,1003.0,408,187755,920,"Kadokawa Shoten, Kadokawa Pictures Japan, KlockWorx, NTT Docomo",Funimation,AIC A.S.T.A.,"Comedy, Ecchi, Harem, Romance, Sci-Fi, Shounen, Supernatural",23,2010-10-02,2010-12-18
171,171,2164,Dennou Coil,TV,Original,26,False,G - All Ages,8.15,367.0,902,95553,1333,"Bandai Visual, NHK, Tokuma Shoten",Maiden Japan,Madhouse,"Adventure, Comedy, Drama, Mystery, Sci-Fi",25,2007-05-12,2007-12-01
172,172,1216,Boku wa Konomama Kaeranai,OVA,Manga,1,False,PG-13 - Teens 13 or older,5.59,8202.0,4244,7111,4,Soft Garage,Media Blasters,J.C.Staff,"Drama, Romance, Shounen Ai",30,1994-06-21,1994-06-21
173,173,3091,xxxHOLiC Kei,TV,Manga,13,False,PG-13 - Teens 13 or older,8.3,241.0,944,89671,480,"Hal Film Maker, TBS",,Production I.G,"Mystery, Comedy, Psychological, Supernatural, Drama",24,2008-04-04,2008-06-27
174,174,11763,Sekai de Ichiban Tsuyoku Naritai!,TV,Manga,12,False,R+ - Mild Nudity,5.92,7526.0,2013,32600,57,"Movic, Earth Star Entertainment",Funimation,Arms,"Action, Ecchi, Sports",23,2013-10-06,2013-12-22
175,175,801,Ghost in the Shell: Stand Alone Complex 2nd GIG,TV,Manga,26,False,R - 17+ (violence & profanity),8.55,82.0,545,149392,2392,"Bandai Visual, Dentsu, Victor Entertainment, Tokuma Shoten","Bandai Entertainment, Manga Entertainment",Production I.G,"Action, Military, Sci-Fi, Mystery, Police, Mecha, Seinen",25,2004-01-01,2005-01-08
176,176,33286,Strike the Blood II,OVA,Light novel,8,False,R+ - Mild Nudity,7.27,2540.0,1155,71129,170,"Movic, Warner Bros., KlockWorx, ASCII Media Works, Hakuhodo DY Music &amp; Pictures",,"Silver Link., Connect","Action, Supernatural, Ecchi, Vampire, Fantasy",25,2016-11-23,2017-05-24
177,177,5678,Kobato.,TV,Manga,24,False,PG-13 - Teens 13 or older,8.06,476.0,814,106541,1320,"NHK, NHK-BS2",Sentai Filmworks,Madhouse,"Comedy, Drama, Romance, Fantasy",24,2009-10-06,2010-03-23
178,178,34392,One Room,TV,Original,12,False,PG-13 - Teens 13 or older,5.64,8121.0,1712,42975,57,Smiral Animation,,TYPHOON GRAPHICS,Slice of Life,4,2017-01-11,2017-03-29
179,179,16894,Kuroko no Basket 2nd Season,TV,Manga,25,False,PG-13 - Teens 13 or older,8.49,109.0,153,351815,3575,"Bandai Visual, Lantis, Nihon Ad Systems, Banpresto, Shueisha, BS11",,Production I.G,"Comedy, Sports, School, Shounen",24,2013-10-06,2014-03-30
180,180,219,Kidou Senkan Nadesico: The Prince of Darkness,Movie,Original,1,False,R - 17+ (violence & profanity),6.86,4070.0,3525,11094,29,"TV Tokyo, Starchild Records, Kadokawa Shoten, Toei Video, Movic, Sega, King Records, Audio Tanaka","ADV Films, Nozomi Entertainment",Xebec,"Action, Comedy, Drama, Mecha, Psychological, Sci-Fi, Shounen, Space",79,1998-08-01,1998-08-01
181,181,16890,Makai Ouji: Devils and Realist,TV,Manga,12,False,PG-13 - Teens 13 or older,7.17,2930.0,1113,74484,370,"TV Tokyo, Sotsu",Sentai Filmworks,Doga Kobo,"Mystery, Comedy, Historical, Demons, Supernatural, Fantasy, School, Josei",24,2013-07-08,2013-09-23
182,182,193,Maburaho,TV,Light novel,24,False,R+ - Mild Nudity,6.94,3785.0,1154,71300,228,"Kadokawa Shoten, KlockWorx, Happinet Pictures, Sony PCL",ADV Films,J.C.Staff,"Comedy, Drama, Ecchi, Harem, Magic, Romance, School",24,2003-10-14,2004-04-06
183,183,4879,Mouryou no Hako,TV,Novel,13,False,R - 17+ (violence & profanity),7.28,2499.0,1705,42886,190,"VAP, Kadokawa Shoten, Nippon Television Network",,Madhouse,"Mystery, Psychological, Supernatural, Thriller, Seinen",23,2008-10-08,2009-12-31
184,184,1085,Interlude,OVA,Visual novel,3,False,R - 17+ (violence & profanity),6.59,5252.0,3809,9204,17,Happinet Pictures,Funimation,Toei Animation,"Adventure, Horror, Mystery",40,2004-03-25,2004-08-27
185,185,35330,Poputepipikku,TV,4-koma manga,12,False,PG-13 - Teens 13 or older,7.39,2083.0,883,98922,598,King Records,"Funimation, Sentai Filmworks",Kamikaze Douga,"Comedy, Parody, Dementia",12,2018-01-07,2018-03-25
186,186,10278,The iDOLM@STER,TV,Game,25,False,PG-13 - Teens 13 or older,7.71,1090.0,850,102438,1415,"Aniplex, TBS, Nippon Columbia, Bandai Namco Entertainment",,A-1 Pictures,"Comedy, Drama, Music",24,2011-07-08,2011-12-23
187,187,37031,Mahoutsukai no Yome Recap,Special,Manga,1,False,PG-13 - Teens 13 or older,7.37,2152.0,4343,6658,20,"Production I.G, Shochiku, flying DOG, Mag Garden",,Wit Studio,"Slice of Life, Magic, Fantasy, Shounen",24,2017-12-31,2017-12-31
188,188,35589,Toji no Miko,TV,Original,24,True,PG-13 - Teens 13 or older,6.35,6200.0,1866,37082,94,"Square Enix, Genco, Mainichi Broadcasting System, AT-X, Glovision, Kadokawa, My Theater D.D., Crunchyroll SC Anime Fund",Funimation,Studio Gokumi,"Action, Fantasy",23,2018-01-05,
189,189,7782,Kämpfer Picture Drama,Special,Light novel,1,False,PG-13 - Teens 13 or older,5.49,8381.0,3470,11453,7,,,Nomad,Comedy,11,2009-12-23,2009-12-23
